"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"229","Metazoa","Entoprocta","Loxosomatidae","Loxosomella","Loxosomella_aloxiata",NA,NA,"95_Match","sq2221",NA
"230","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Saccostrea","Saccostrea_sp._9_STH-2012","95_Match","sq2339",NA
"231","Metazoa","Cnidaria","Anthozoa","Actiniaria","Sagartiidae","Sagartiogeton","Sagartiogeton_laceratus","95_Match","sq2361",NA
"232","Metazoa","Mollusca","Gastropoda","[unassigned]_Heterobranchia","Pyramidellidae","Oscilla","Oscilla_voorwindei","95_Match","sq2308",NA
"233","Metazoa","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium_acherusicum","95_Match","sq2376",NA
"234","Metazoa","Mollusca","Gastropoda","Neogastropoda","Muricidae","Urosalpinx","Urosalpinx_cinerea","95_Match","sq2327",NA
"235","Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_edwardsii_HK02","95_Match","sq2352","high"
"236","Metazoa","Chordata","Actinopteri","Siganidae","Siganus",NA,NA,"95_Match","sq2537",NA
"237","Metazoa","Echinodermata","Echinoidea","Temnopleuroida","Temnopleuridae","Salmacis","Salmacis_sphaeroides","95_Match","sq2514",NA
"238","Metazoa","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,"95_Match","sq2597",NA
"239","Metazoa","Porifera","Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx",NA,"95_Match","sq2621",NA
"240","Metazoa","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer_montanus","95_Match","sq2643",NA
"241","Metazoa","Porifera","Demospongiae","Poecilosclerida","Microcionidae",NA,NA,"95_Match","sq2652",NA
"243","Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Synalpheus","Synalpheus_HK01","95_Match","sq2605",NA
"244","Metazoa","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,"95_Match","sq2721",NA
"245","Metazoa","Chordata","Actinopterygii","Perciformes","Gobiidae","Drombus","Drombus_HK01","95_Match","sq2722",NA
"246","Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_edwardsii_HK04","95_Match","sq2692",NA
"247","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq2749",NA
"248","Metazoa","Mollusca","Bivalvia","Mytilida","Mytilidae","Lithophaga","Lithophaga_HK02","95_Match","sq2801",NA
"249","Metazoa","Porifera","Demospongiae","Haplosclerida",NA,NA,NA,"95_Match","sq2811",NA
"250","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiactidae","Ophiactis","Ophiactis_savignyi","95_Match","sq2814",NA
"251","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq2767",NA
"252","Metazoa","Porifera","Demospongiae","Biemnida","Biemnidae","Sigmaxinella","Sigmaxinella_hipposiderus","95_Match","sq2788",NA
"253","Metazoa","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Amphinema",NA,"95_Match","sq2862",NA
"255","Metazoa","Arthropoda","Insecta","DipteraDiptera_sp._sc_05293",NA,NA,NA,"95_Match","sq2783",NA
"256","Metazoa","Arthropoda","Malacostraca","Decapoda","Sergestidae","Acetes","Acetes_japonicus","95_Match","sq2793",NA
"257","Metazoa","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"95_Match","sq2944",NA
"258","Metazoa","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia",NA,"95_Match","sq2947",NA
"259","Metazoa","Chordata","Actinopterygii","Perciformes","Pomacentridae","Neopomacentrus","Neopomacentrus_bankieri","95_Match","sq2953",NA
"260","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Amphibalanus","Amphibalanus_improvisus","95_Match","sq2960",NA
"261","Metazoa","Annelida","Polychaeta","Phyllodocida","Polynoidae","Melaenis","Melaenis_sp._YZ-2018","95_Match","sq2768","low"
"262","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphipholis","Amphipholis_squamata","95_Match","sq3000",NA
"263","Metazoa","Porifera","Demospongiae","Poecilosclerida","Microcionidae",NA,NA,"95_Match","sq3034",NA
"264","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Saccostrea",NA,"95_Match","sq3063",NA
"265","Metazoa","Mollusca","Gastropoda","Trochida","Trochidae","Monodonta","Monodonta_labio","95_Match","sq3082",NA
"266","Metazoa","Mollusca","Gastropoda",NA,"Fissurellidae","Scutus","Scutus_sinensis","95_Match","sq3091",NA
"267","Metazoa","Chordata","Actinopteri","Sillaginidae","Sillago","Sillago_maculata",NA,"95_Match","sq3147",NA
"268","Metazoa","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pisidia","Pisidia_gordoni","95_Match","sq3170",NA
"269","Metazoa","Mollusca","Bivalvia","Pectinoida","Spondylidae","Spondylus","Spondylus_HK01","95_Match","sq3175",NA
"270","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia_dichotoma","95_Match","sq3184",NA
"271","Metazoa","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia_erythraea","95_Match","sq3151",NA
"272","Metazoa","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce_HK01","95_Match","sq3177",NA
"273","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Clytia_gracilis","95_Match","sq3261",NA
"274","Metazoa","Annelida",NA,"Eunicida","Lumbrineridae","Lumbrineris","Lumbrineris_perkinsi","95_Match","sq3273",NA
"275","Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"95_Match","sq3297",NA
"276","Metazoa","Annelida","Polychaeta","Phyllodocida","Syllidae",NA,"Syllidae_sp._C_1275","95_Match","sq3234",NA
"277","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"95_Match","sq3339",NA
"278","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Crassostrea",NA,"95_Match","sq3349",NA
"279","Metazoa","Arthropoda","Malacostraca","Decapoda","Luciferidae","Lucifer","Lucifer_hanseni","95_Match","sq3397",NA
"280","Metazoa","Brachiopoda",NA,NA,"Phoronidae","Phoronis","Phoronis_ijimai","95_Match","sq3379",NA
"281","Metazoa","Arthropoda","Hexanauplia","Pygophora","Lithoglyptidae","Armatoglyptes","Armatoglyptes_mitis","95_Match","sq3380",NA
"282","Metazoa","Arthropoda","Malacostraca","Decapoda",NA,NA,"Caridea_sp._LPdivOTU175","95_Match","sq3395",NA
"283","Metazoa","Mollusca","Polyplacophora","Chitonida","Chitonidae","Rhyssoplax","Rhyssoplax_komaiana","95_Match","sq3401",NA
"284","Metazoa","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Lamellodysidea","Lamellodysidea_sp._Po.25778","95_Match","sq3510","low"
"285","Metazoa","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus_HK03","95_Match","sq3531",NA
"286","Metazoa","Mollusca","Gastropoda",NA,"Cerithiidae","Cerithium","Cerithium_lifuense","95_Match","sq3539",NA
"287","Metazoa","Porifera","Demospongiae","Clionaida","Clionaidae","Pione","Pione_velans","95_Match","sq3675",NA
"288","Metazoa","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Thor","Thor_paschalis_HK01","95_Match","sq3814",NA
"289","Metazoa","Mollusca","Gastropoda","Neogastropoda","Muricidae",NA,NA,"95_Match","sq3827","high"
"290","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix_HK01","95_Match","sq3782",NA
"291","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Siphopatella","Siphopatella_walshi","95_Match","sq3867",NA
"292","Metazoa","Porifera","Demospongiae","Clionaida","Clionaidae",NA,NA,"95_Match","sq3884",NA
"294","Metazoa","Annelida",NA,"Terebellida","Terebellidae",NA,"Terebellidae_HK01","95_Match","sq3995",NA
"295","Metazoa","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis","Trypanosyllis_zebra","95_Match","sq3913",NA
"296","Metazoa","Annelida",NA,NA,NA,NA,NA,"95_Match","sq4047",NA
"298","Metazoa","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus_kulkarnii","95_Match","sq4130",NA
"299","Metazoa","Porifera","Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx",NA,"95_Match","sq4159",NA
"300","Metazoa","Mollusca","Gastropoda",NA,"Trochidae","Clanculus","Clanculus_HK01","95_Match","sq4144",NA
"301","Metazoa","Arthropoda","Malacostraca","Decapoda","Xanthidae","Epiactaea","Epiactaea_bullifera","95_Match","sq4207",NA
"303","Metazoa","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona_tubifera","95_Match","sq4223",NA
"304","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiotrichidae","Macrophiothrix","Macrophiothrix_HK01","95_Match","sq4167",NA
"305","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylaeodus","Thylaeodus_sp._TAR-2010","95_Match","sq4181",NA
"306","Metazoa","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Ischnochiton","Ischnochiton_comptus","95_Match","sq4278",NA
"307","Metazoa","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata_vittata","95_Match","sq4302",NA
"308","Metazoa","Mollusca","Gastropoda",NA,"Trochidae","Clanculus","Clanculus_bronni","95_Match","sq4420",NA
"309","Metazoa","Arthropoda","Malacostraca","Decapoda","Portunidae","Charybdis","Charybdis_hellerii","95_Match","sq4428",NA
"310","Metazoa","Cnidaria","Hydrozoa","Anthoathecata","Pennariidae","Pennaria","Pennaria_sp._JRH-2014","95_Match","sq4326",NA
"311","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq4449",NA
"312","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq4466",NA
"313","Metazoa","Arthropoda","Insecta","Psocoptera",NA,NA,"Psocoptera_sp._BOLD:AAN8449","95_Match","sq4571",NA
"315","Metazoa","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis_gracilis_complex_lineage_1_PAC-2017","95_Match","sq4362","low"
"316","Metazoa","Arthropoda","Malacostraca","Decapoda","Palaemonidae",NA,"Palaemonidae_HK02","95_Match","sq4535",NA
"318","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Cletodidae","Geehydrosoma","Geehydrosoma_intermedia","95_Match","sq4676",NA
"319","Metazoa","Mollusca","Gastropoda","Neogastropoda","Mitridae","Mitra","Mitra_luctuosa","95_Match","sq4735",NA
"320","Metazoa","Mollusca","Gastropoda",NA,NA,NA,NA,"95_Match","sq4746",NA
"321","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides_farinae","95_Match","sq4765",NA
"323","Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,NA,"95_Match","sq4787",NA
"324","Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,"Sciaridae_sp._sc_03373","95_Match","sq4685",NA
"325","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora_HK01","95_Match","sq4888",NA
"326","Metazoa","Porifera",NA,NA,NA,NA,NA,"95_Match","sq4912",NA
"327","Metazoa","Arthropoda","Malacostraca","Decapoda","Palaemonidae",NA,"Palaemonidae_HK01","95_Match","sq4871","low"
"328","Metazoa","Arthropoda","Hexanauplia","Sessilia","Chthamalidae","Chthamalus","Chthamalus_neglectus","95_Match","sq4926",NA
"329","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Parvocalanus","Parvocalanus_crassirostris","95_Match","sq5010",NA
"330","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Amphibalanus","Amphibalanus_amphitrite","95_Match","sq5047",NA
"332","Metazoa","Mollusca","Polyplacophora","Chitonida","Chitonidae","Lucilina","Lucilina_HK01","95_Match","sq5059",NA
"333","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Eirene","Eirene_brevistylus","95_Match","sq5009",NA
"334","Metazoa","Mollusca","Bivalvia",NA,"Galeommatidae","Scintilla","Scintilla_violescens_HK01","95_Match","sq5113",NA
"335","Metazoa","Porifera","Homoscleromorpha",NA,NA,NA,NA,"95_Match","sq5134",NA
"336","Metazoa","Annelida","Polychaeta","Spionida","Spionidae","Boccardiella","Boccardiella_hamata","95_Match","sq5187",NA
"338","Metazoa","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pisidia",NA,"95_Match","sq5247",NA
"339","Metazoa","Cnidaria","Anthozoa","Actiniaria",NA,NA,"Actiniaria","95_Match","sq5164",NA
"340","Metazoa","Porifera","Demospongiae","Dendroceratida","Halisarcidae","Halisarca",NA,"95_Match","sq5262",NA
"341","Metazoa","Chordata","Actinopteri","Spariformes","Sparidae","Acanthopagrus","Acanthopagrus_schlegelii","95_Match","sq5294","high"
"342","Metazoa","Annelida","Polychaeta","Echiuroidea","Echiuridae","Thalassema","Thalassema_sp._RG-2015-2","95_Match","sq5226",NA
"343","Metazoa","Mollusca","Gastropoda","Nudibranchia","Trinchesiidae","Tenellia",NA,"95_Match","sq5384",NA
"344","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus_parvus","95_Match","sq5416",NA
"345","Metazoa","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Zafra","Zafra_hervieri","95_Match","sq5307",NA
"347","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Aequorea",NA,"95_Match","sq5472",NA
"348","Metazoa","Annelida","Polychaeta","Phyllodocida","Hesionidae","Platynereis","Nereididae_HK03","95_Match","sq5482",NA
"349","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphipholis","Amphipholis_squamata","95_Match","sq5486",NA
"350","Metazoa","Porifera","Demospongiae","Haplosclerida","Chalinidae",NA,NA,"95_Match","sq5503",NA
"351","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia",NA,"95_Match","sq5523",NA
"352","Metazoa","Porifera","Demospongiae","Poecilosclerida","Tedaniidae","Tedania","Tedania_ignis","95_Match","sq5584",NA
"353","Metazoa","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata_vittata","95_Match","sq5494",NA
"354","Metazoa","Chordata","Ascidiacea","Stolidobranchia",NA,NA,NA,"95_Match","sq5630",NA
"355","Metazoa","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Microcosmus_HK01","95_Match","sq5636",NA
"356","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus_gallus","95_Match","sq5708",NA
"357","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq5663",NA
"359","Metazoa","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus_HK01","95_Match","sq5685",NA
"361","Metazoa","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Nanosesarma","Nanosesarma_minutum","95_Match","sq5752",NA
"362","Metazoa","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus_HK01","95_Match","sq5811",NA
"363","Metazoa","Annelida",NA,"Sabellida","Sabellidae",NA,"Sabellidae_HK01","95_Match","sq5822",NA
"364","Metazoa","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona",NA,"95_Match","sq5949",NA
"365","Metazoa","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,"95_Match","sq5956",NA
"366","Metazoa","Porifera",NA,NA,NA,NA,"Porifera_HK04","95_Match","sq5871",NA
"367","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea_sp._MS-2011","95_Match","sq5895",NA
"368","Metazoa","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites",NA,"95_Match","sq6014",NA
"369","Metazoa","Arthropoda","Hexanauplia","Sessilia","Tetraclitidae","Tetraclitella","Tetraclitella_pilsbryi","95_Match","sq6033",NA
"370","Metazoa","Mollusca","Gastropoda","[unassigned]_Caenogastropoda","Cerithiidae","Cerithium","Cerithium_zonatum","95_Match","sq5916",NA
"371","Metazoa","Mollusca","Gastropoda","Nudibranchia","Dorididae","Jorunna","Jorunna_HK01","95_Match","sq5944",NA
"373","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiotrichidae","Macrophiothrix","Macrophiothrix_longipeda","95_Match","sq6080",NA
"375","Metazoa","Mollusca","Gastropoda","Siphonariida","Siphonariidae","Siphonaria",NA,"95_Match","sq6219",NA
"376","Metazoa","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas_bihamiger","95_Match","sq6235",NA
"377","Metazoa","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon_acutus","95_Match","sq6245",NA
"378","Metazoa","Chordata","Actinopteri","Chaetodontiformes","Leiognathidae","Photopectoralis","Photopectoralis_bindus","95_Match","sq6241",NA
"379","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphiura","Amphiura_velox","95_Match","sq6194",NA
"380","Metazoa","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Cilicaea","Cilicaea_sp._BOLD:AAR9230","95_Match","sq6288",NA
"381","Metazoa","Annelida",NA,"Terebellida","Cirratulidae",NA,"Cirratulidae_HK03","95_Match","sq6290",NA
"382","Metazoa","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,"95_Match","sq6325",NA
"383","Metazoa","Porifera","Demospongiae",NA,NA,NA,NA,"95_Match","sq6326",NA
"384","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Clytia_gracilis","95_Match","sq6222",NA
"385","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia",NA,"95_Match","sq6356",NA
"386","Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_paralcyone","95_Match","sq6395",NA
"387","Metazoa","Porifera","Demospongiae","Clionaida",NA,NA,NA,"95_Match","sq6410",NA
"388","Metazoa","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Engina","Engina_armillata","95_Match","sq6411",NA
"389","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq6470",NA
"391","Metazoa","Chordata","Actinopteri","Chaetodontiformes","Leiognathidae","Deveximentum","Deveximentum_insidiator","95_Match","sq6685",NA
"392","Metazoa","Annelida",NA,"Terebellida","Flabelligeridae",NA,"Flabelligeridae_HK01","95_Match","sq6609",NA
"393","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Nereididae_HK02","95_Match","sq6778",NA
"394","Metazoa","Bryozoa",NA,NA,NA,NA,"Bryozoa_HK02","95_Match","sq6825",NA
"395","Metazoa","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Paracaprella","Paracaprella_pusilla","95_Match","sq6897",NA
"396","Metazoa","Chordata","Actinopteri","Pomacentridae","Chromis","Chromis_notata_notata",NA,"95_Match","sq6938",NA
"397","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiotrichidae","Ophiothrix","Ophiothrix_HK02","95_Match","sq7130",NA
"398","Metazoa","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tridentiger","Tridentiger_barbatus","95_Match","sq7149",NA
"399","Metazoa","Mollusca","Gastropoda","Neogastropoda","Muricidae","Drupella","Drupella_margariticola","95_Match","sq7281",NA
"400","Metazoa","Porifera","Demospongiae","Suberitida","Suberitidae",NA,NA,"95_Match","sq7300",NA
"401","Metazoa","Arthropoda","Insecta","Psocoptera","Liposcelididae","Liposcelis",NA,"95_Match","sq7315",NA
"402","Metazoa","Arthropoda","Malacostraca","Decapoda","Xanthidae","Actaea","Actaea_semblatae","95_Match","sq7386",NA
"403","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Eirene","Eirene_brevistylus","95_Match","sq7487",NA
"404","Metazoa","Porifera","Demospongiae","Poecilosclerida","Desmacididae","Desmapsamma","Desmapsamma_anchorata","95_Match","sq7555","low"
"405","Metazoa","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogonichthyoides","Apogonichthyoides_niger","95_Match","sq7576",NA
"406","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum_glabellum","95_Match","sq7612",NA
"407","Metazoa","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Ischnochiton",NA,"95_Match","sq7684",NA
"408","Metazoa","Echinodermata","Asteroidea","Valvatida","Asterinidae","Aquilonastra","Aquilonastra_anomala","95_Match","sq7705",NA
"409","Metazoa","Annelida","Polychaeta","Terebellida","Ctenodrilidae","Ctenodrilus","Ctenodrilus_sp._n._MW-2015","95_Match","sq7739",NA
"410","Metazoa","Echinodermata","Ophiuroidea","Ophiurida","Ophiotrichidae","Macrophiothrix","Macrophiothrix_longipeda","95_Match","sq7758",NA
"411","Metazoa","Porifera","Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx",NA,"95_Match","sq7813",NA
"412","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis","Nereis_multignatha","95_Match","sq7853",NA
"413","Metazoa","Arthropoda","Malacostraca","Decapoda","Alpheidae","Athanas","Athanas_HK01","95_Match","sq7777",NA
"415","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea_futamiensis","95_Match","sq8040",NA
"416","Metazoa","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides_chevalense","95_Match","sq7941",NA
"417","Metazoa","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus_fauveli","95_Match","sq8014",NA
